date,location_lat,location_lon,daily_rainfall_mm,3_day_cumulative_rain,river_level_m,rate_of_rise,elevation_m,slope_degrees,distance_to_river_km,flood_occurred,flood_depth_m
12/1/2017,6.15102,79.93265,5.1,13.9,0.21,0.067,25.6,0.59,7.83,0,0
5/11/2018,6.15102,79.93265,77.4,193.5,2.87,1.309,25.6,0.59,7.83,0,0
10/5/2018,6.15102,79.93265,44.1,112.1,1.6,0.554,25.6,0.59,7.83,0,0
12/12/2018,6.15102,79.93265,75.4,183.5,2.69,1.205,25.6,0.59,7.83,0,0
12/16/2018,6.15102,79.93265,0.2,5.4,0.35,-0.079,25.6,0.59,7.83,0,0
12/24/2018,6.15102,79.93265,10.9,30.4,0.81,0.058,25.6,0.59,7.83,0,0
10/6/2019,6.15102,79.93265,14.3,34.7,0.57,-0.008,25.6,0.59,7.83,0,0
10/26/2019,6.15102,79.93265,1.6,5.5,1.2,-0.409,25.6,0.59,7.83,0,0
10/29/2019,6.15102,79.93265,88.9,256,3.63,1.76,25.6,0.59,7.83,1,2.09
11/29/2019,6.15102,79.93265,0.1,3.3,0.47,-0.081,25.6,0.59,7.83,0,0
11/30/2019,6.15102,79.93265,2.8,8.3,0.44,-0.189,25.6,0.59,7.83,0,0
10/4/2020,6.15102,79.93265,9.6,26.8,1.72,-0.07,25.6,0.59,7.83,0,0
11/2/2020,6.15102,79.93265,85.1,253.6,3.66,1.464,25.6,0.59,7.83,0,0
12/12/2020,6.15102,79.93265,50.5,137.1,2.62,0.656,25.6,0.59,7.83,0,0
5/9/2021,6.15102,79.93265,0.7,7,0.55,-0.184,25.6,0.59,7.83,0,0
10/2/2021,6.15102,79.93265,4.4,13.7,0.62,0.049,25.6,0.59,7.83,0,0
10/26/2021,6.15102,79.93265,0.7,6.5,0.25,-0.128,25.6,0.59,7.83,0,0
12/24/2021,6.15102,79.93265,3.7,10.3,0.68,-0.143,25.6,0.59,7.83,0,0
5/28/2022,6.15102,79.93265,0.1,3,0.74,-0.155,25.6,0.59,7.83,0,0
10/3/2022,6.15102,79.93265,1.3,4,0.05,-0.158,25.6,0.59,7.83,0,0
10/19/2022,6.15102,79.93265,3.7,12.5,0.7,-0.236,25.6,0.59,7.83,0,0
10/31/2022,6.15102,79.93265,0,3.6,0.64,-0.159,25.6,0.59,7.83,0,0
11/1/2022,6.15102,79.93265,0.4,3.7,0.05,-0.003,25.6,0.59,7.83,0,0
11/11/2022,6.15102,79.93265,61.6,145.2,2.25,0.777,25.6,0.59,7.83,0,0
11/13/2022,6.15102,79.93265,121.7,332.5,4.69,1.832,25.6,0.59,7.83,1,2.61
11/26/2022,6.15102,79.93265,26.1,68.8,1.09,0.436,25.6,0.59,7.83,0,0
5/15/2023,6.15102,79.93265,43.2,126.9,2.43,0.465,25.6,0.59,7.83,0,0
5/26/2023,6.15102,79.93265,0,1.8,0.83,-0.138,25.6,0.59,7.83,0,0
11/6/2023,6.15102,79.93265,5.7,15.2,0.05,0.036,25.6,0.59,7.83,0,0
11/21/2023,6.15102,79.93265,0,1.4,0.55,-0.198,25.6,0.59,7.83,0,0
11/26/2023,6.15102,79.93265,1.9,4.4,0.42,-0.127,25.6,0.59,7.83,0,0
5/11/2024,6.15102,79.93265,0.1,0.8,1.14,-0.148,25.6,0.59,7.83,0,0
5/12/2024,6.15102,79.93265,4.2,9.8,0.28,0.053,25.6,0.59,7.83,0,0
11/8/2024,6.15102,79.93265,7,15.5,0.65,-0.14,25.6,0.59,7.83,0,0
12/15/2024,6.15102,79.93265,0.1,0.2,0.24,-0.286,25.6,0.59,7.83,0,0
10/9/2016,8.25206,80.9443,0.6,1.5,2.44,-0.181,3.5,5.12,4.49,0,0
10/21/2016,8.25206,80.9443,9.3,25.4,2.35,0.022,3.5,5.12,4.49,0,0
11/16/2016,8.25206,80.9443,5.6,23.8,2.42,0.096,3.5,5.12,4.49,0,0
11/19/2016,8.25206,80.9443,45.5,118.4,4.55,0.48,3.5,5.12,4.49,0,0
5/21/2017,8.25206,80.9443,5.4,15.2,2.26,0.217,3.5,5.12,4.49,0,0
5/30/2017,8.25206,80.9443,0,4,3.11,-0.312,3.5,5.12,4.49,0,0
11/4/2017,8.25206,80.9443,6.3,20.3,2.43,-0.254,3.5,5.12,4.49,0,0
11/7/2017,8.25206,80.9443,80.4,156.5,3.9,0.838,3.5,5.12,4.49,0,0
11/12/2017,8.25206,80.9443,0.2,1.4,1.68,-0.282,3.5,5.12,4.49,0,0
11/25/2017,8.25206,80.9443,1.3,7.6,3.17,-0.132,3.5,5.12,4.49,0,0
12/1/2017,8.25206,80.9443,88.2,182.3,4.72,1.079,3.5,5.12,4.49,1,2.01
5/11/2018,8.25206,80.9443,1,15.4,2.41,0.022,3.5,5.12,4.49,0,0
10/5/2018,8.25206,80.9443,5.7,18.7,2.25,0.129,3.5,5.12,4.49,0,0
12/12/2018,8.25206,80.9443,3.8,31,2.96,0.018,3.5,5.12,4.49,0,0
12/16/2018,8.25206,80.9443,2.8,19.3,3.42,-0.216,3.5,5.12,4.49,0,0
12/24/2018,8.25206,80.9443,74.6,184.3,4.47,1.094,3.5,5.12,4.49,1,2.16
10/6/2019,8.25206,80.9443,4.3,14,2.49,-0.046,3.5,5.12,4.49,0,0
10/26/2019,8.25206,80.9443,8.8,21.7,2.83,0.096,3.5,5.12,4.49,0,0
10/29/2019,8.25206,80.9443,0.8,2.5,2.07,-0.079,3.5,5.12,4.49,0,0
11/29/2019,8.25206,80.9443,0.2,1.5,2.81,-0.074,3.5,5.12,4.49,0,0
11/30/2019,8.25206,80.9443,5,13,3.23,0.019,3.5,5.12,4.49,0,0
10/4/2020,8.25206,80.9443,3.2,9.2,2.65,0.021,3.5,5.12,4.49,0,0
11/2/2020,8.25206,80.9443,0,5.2,2.4,-0.159,3.5,5.12,4.49,0,0
12/12/2020,8.25206,80.9443,3,10.7,2.44,0.016,3.5,5.12,4.49,0,0
5/9/2021,8.25206,80.9443,30.3,97.1,3.26,0.522,3.5,5.12,4.49,0,0
10/2/2021,8.25206,80.9443,3.9,12.7,2.48,-0.174,3.5,5.12,4.49,0,0
10/26/2021,8.25206,80.9443,2.7,7.8,2.25,-0.041,3.5,5.12,4.49,0,0
12/24/2021,8.25206,80.9443,0.4,14,2.27,-0.151,3.5,5.12,4.49,0,0
5/28/2022,8.25206,80.9443,165.9,433,7.75,2.3,3.5,5.12,4.49,1,3.8
10/3/2022,8.25206,80.9443,9.7,25,2.41,0.043,3.5,5.12,4.49,0,0
10/19/2022,8.25206,80.9443,0.7,7.3,2.25,-0.286,3.5,5.12,4.49,0,0
10/31/2022,8.25206,80.9443,2.4,11.8,2.77,-0.107,3.5,5.12,4.49,0,0
11/1/2022,8.25206,80.9443,0.3,15.4,2.41,-0.16,3.5,5.12,4.49,0,0
11/11/2022,8.25206,80.9443,8,25.9,2.42,0.034,3.5,5.12,4.49,0,0
11/13/2022,8.25206,80.9443,1,4.1,2.1,-0.141,3.5,5.12,4.49,0,0
11/26/2022,8.25206,80.9443,4.6,11.2,2.49,0.032,3.5,5.12,4.49,0,0
5/15/2023,8.25206,80.9443,71,179.1,4.26,0.83,3.5,5.12,4.49,1,1.7
5/26/2023,8.25206,80.9443,1.5,7.2,2.12,-0.182,3.5,5.12,4.49,0,0
11/6/2023,8.25206,80.9443,6.3,21.8,2.42,0.031,3.5,5.12,4.49,0,0
11/21/2023,8.25206,80.9443,20.9,50,3.47,0.203,3.5,5.12,4.49,0,0
11/26/2023,8.25206,80.9443,3.5,12.4,2.52,-0.216,3.5,5.12,4.49,0,0
5/11/2024,8.25206,80.9443,6.3,15.9,2.35,-0.235,3.5,5.12,4.49,0,0
5/12/2024,8.25206,80.9443,0.3,11.9,2.15,0.016,3.5,5.12,4.49,0,0
11/8/2024,8.25206,80.9443,2.7,7.7,2.76,-0.325,3.5,5.12,4.49,0,0
12/15/2024,8.25206,80.9443,2,5.3,2.46,-0.129,3.5,5.12,4.49,0,0
10/9/2016,7.5629,79.75911,4.3,19.2,1.45,-0.081,50.7,0.65,17.31,0,0
10/21/2016,7.5629,79.75911,1.4,4.2,1.43,-0.08,50.7,0.65,17.31,0,0
11/16/2016,7.5629,79.75911,0.1,10.1,1.05,-0.096,50.7,0.65,17.31,0,0
11/19/2016,7.5629,79.75911,70.5,178.8,3.36,0.748,50.7,0.65,17.31,0,0
5/21/2017,7.5629,79.75911,55.7,173.3,2.78,0.948,50.7,0.65,17.31,0,0
5/30/2017,7.5629,79.75911,0.5,5.6,1.61,-0.167,50.7,0.65,17.31,0,0
11/4/2017,7.5629,79.75911,89.2,164.6,2.85,1.065,50.7,0.65,17.31,0,0
11/7/2017,7.5629,79.75911,0,6.5,1.32,-0.111,50.7,0.65,17.31,0,0
11/12/2017,7.5629,79.75911,5.5,23.1,0.75,-0.042,50.7,0.65,17.31,0,0
11/25/2017,7.5629,79.75911,4.8,17.1,1.69,0.07,50.7,0.65,17.31,0,0
12/1/2017,7.5629,79.75911,21.9,51.6,1.4,0.454,50.7,0.65,17.31,0,0
5/11/2018,7.5629,79.75911,1.4,3.7,1.09,-0.041,50.7,0.65,17.31,0,0
10/5/2018,7.5629,79.75911,6.7,43.1,2.01,-0.018,50.7,0.65,17.31,0,0
12/12/2018,7.5629,79.75911,0.5,1.7,1.42,0.011,50.7,0.65,17.31,0,0
12/16/2018,7.5629,79.75911,6.9,16.5,1.31,-0.036,50.7,0.65,17.31,0,0
12/24/2018,7.5629,79.75911,6.4,19.8,0.95,0.161,50.7,0.65,17.31,0,0
10/6/2019,7.5629,79.75911,93.4,257.7,3.97,1.4,50.7,0.65,17.31,0,0
10/26/2019,7.5629,79.75911,118.3,288.8,4.81,1.601,50.7,0.65,17.31,0,0
10/29/2019,7.5629,79.75911,24.6,53.4,1.48,0.226,50.7,0.65,17.31,0,0
11/29/2019,7.5629,79.75911,134,309.6,5.19,1.803,50.7,0.65,17.31,1,2.56
11/30/2019,7.5629,79.75911,0.3,3.8,1,-0.107,50.7,0.65,17.31,0,0
10/4/2020,7.5629,79.75911,7.9,30.9,1.91,-0.007,50.7,0.65,17.31,0,0
11/2/2020,7.5629,79.75911,0.6,6.6,0.89,-0.15,50.7,0.65,17.31,0,0
12/12/2020,7.5629,79.75911,52.3,132.8,2.46,0.586,50.7,0.65,17.31,0,0
5/9/2021,7.5629,79.75911,44.4,136.7,3.37,0.531,50.7,0.65,17.31,0,0
10/2/2021,7.5629,79.75911,2.1,6.2,0.83,-0.185,50.7,0.65,17.31,0,0
10/26/2021,7.5629,79.75911,2,9.9,1.21,-0.166,50.7,0.65,17.31,0,0
12/24/2021,7.5629,79.75911,0.1,0.4,1.01,0.033,50.7,0.65,17.31,0,0
5/28/2022,7.5629,79.75911,0,1.2,0.61,-0.144,50.7,0.65,17.31,0,0
10/3/2022,7.5629,79.75911,0.7,5.3,1.04,0.095,50.7,0.65,17.31,0,0
10/19/2022,7.5629,79.75911,2.9,9,1.47,0.072,50.7,0.65,17.31,0,0
10/31/2022,7.5629,79.75911,9.7,23.5,0.99,-0.008,50.7,0.65,17.31,0,0
11/1/2022,7.5629,79.75911,11.7,36.8,1.31,-0.011,50.7,0.65,17.31,0,0
11/11/2022,7.5629,79.75911,0,5,1.06,-0.153,50.7,0.65,17.31,0,0
11/13/2022,7.5629,79.75911,6,18.6,1.33,-0.003,50.7,0.65,17.31,0,0
11/26/2022,7.5629,79.75911,75.4,185.5,2.59,1.204,50.7,0.65,17.31,0,0
5/15/2023,7.5629,79.75911,1.6,5.1,0.95,-0.256,50.7,0.65,17.31,0,0
5/26/2023,7.5629,79.75911,2.8,8.5,1.33,-0.175,50.7,0.65,17.31,0,0
11/6/2023,7.5629,79.75911,1,14.4,1.74,-0.138,50.7,0.65,17.31,0,0
11/21/2023,7.5629,79.75911,0.2,6.4,1.77,-0.018,50.7,0.65,17.31,0,0
11/26/2023,7.5629,79.75911,14,32.1,1.64,0.132,50.7,0.65,17.31,0,0
5/11/2024,7.5629,79.75911,1.4,3.5,1.04,-0.132,50.7,0.65,17.31,0,0
5/12/2024,7.5629,79.75911,8.5,27.5,1.54,0.16,50.7,0.65,17.31,0,0
11/8/2024,7.5629,79.75911,2.6,10.2,1.11,0.111,50.7,0.65,17.31,0,0
12/15/2024,7.5629,79.75911,0.6,4.7,1.32,-0.29,50.7,0.65,17.31,0,0
10/9/2016,7.84099,80.03945,3.7,7.6,1.34,-0.172,6.4,0.48,1.21,0,0
10/21/2016,7.84099,80.03945,0.8,5.7,1.7,-0.09,6.4,0.48,1.21,0,0
11/16/2016,7.84099,80.03945,8.7,20.1,2.31,-0.118,6.4,0.48,1.21,0,0
11/19/2016,7.84099,80.03945,5.4,15.6,2.12,-0.062,6.4,0.48,1.21,0,0
5/21/2017,7.84099,80.03945,1.1,15.7,1.87,-0.145,6.4,0.48,1.21,1,0.89
5/30/2017,7.84099,80.03945,112.3,245.5,4.65,1.275,6.4,0.48,1.21,1,2.37
11/4/2017,7.84099,80.03945,116.8,236.9,4.26,1.401,6.4,0.48,1.21,1,2.18
11/7/2017,7.84099,80.03945,17.5,52.5,2.29,0.051,6.4,0.48,1.21,0,0
11/12/2017,7.84099,80.03945,2.6,7.7,0.9,-0.09,6.4,0.48,1.21,0,0
11/25/2017,7.84099,80.03945,86.5,255.3,4.62,1.392,6.4,0.48,1.21,1,2.46
12/1/2017,7.84099,80.03945,35.6,79.9,2.59,0.431,6.4,0.48,1.21,0,0
5/11/2018,7.84099,80.03945,124,294.2,5.11,1.861,6.4,0.48,1.21,1,3.28
10/5/2018,7.84099,80.03945,0.4,1.6,1.54,-0.264,6.4,0.48,1.21,0,0
12/12/2018,7.84099,80.03945,77.6,230.9,4.16,1.138,6.4,0.48,1.21,1,2.16
12/16/2018,7.84099,80.03945,37.7,102.2,2.41,0.371,6.4,0.48,1.21,0,0
12/24/2018,7.84099,80.03945,3.3,9.8,1.87,-0.135,6.4,0.48,1.21,0,0
10/6/2019,7.84099,80.03945,8.3,28,2.35,-0.194,6.4,0.48,1.21,0,0
10/26/2019,7.84099,80.03945,0.7,3.9,1.37,-0.343,6.4,0.48,1.21,0,0
10/29/2019,7.84099,80.03945,41.9,121.8,2.61,0.561,6.4,0.48,1.21,0,0
11/29/2019,7.84099,80.03945,1.5,8.5,2.13,-0.365,6.4,0.48,1.21,0,0
11/30/2019,7.84099,80.03945,6.3,12.9,1.6,-0.022,6.4,0.48,1.21,0,0
10/4/2020,7.84099,80.03945,0.2,3.9,0.89,-0.14,6.4,0.48,1.21,0,0
11/2/2020,7.84099,80.03945,1.5,5.6,1.22,-0.227,6.4,0.48,1.21,0,0
12/12/2020,7.84099,80.03945,0,0.6,1.55,-0.175,6.4,0.48,1.21,0,0
5/9/2021,7.84099,80.03945,2.3,6,2.09,-0.11,6.4,0.48,1.21,0,0
10/2/2021,7.84099,80.03945,3.6,8,1.8,-0.128,6.4,0.48,1.21,0,0
10/26/2021,7.84099,80.03945,1.2,12.3,1.64,-0.037,6.4,0.48,1.21,0,0
12/24/2021,7.84099,80.03945,3.6,7.7,1.54,-0.032,6.4,0.48,1.21,0,0
5/28/2022,7.84099,80.03945,2.7,16.3,1.47,-0.274,6.4,0.48,1.21,0,0
10/3/2022,7.84099,80.03945,5,17.7,2.2,-0.106,6.4,0.48,1.21,1,0.24
10/19/2022,7.84099,80.03945,0.3,0.9,1.61,-0.059,6.4,0.48,1.21,0,0
10/31/2022,7.84099,80.03945,0.1,5.6,2.41,-0.156,6.4,0.48,1.21,0,0
11/1/2022,7.84099,80.03945,135.8,370.5,6.67,2.116,6.4,0.48,1.21,1,3.53
11/11/2022,7.84099,80.03945,9.9,36.3,2.74,0.146,6.4,0.48,1.21,0,0
11/13/2022,7.84099,80.03945,25.3,50.9,2.29,0.232,6.4,0.48,1.21,0,0
11/26/2022,7.84099,80.03945,0.2,1.5,2.04,-0.123,6.4,0.48,1.21,0,0
5/15/2023,7.84099,80.03945,4.2,11.3,1.68,-0.137,6.4,0.48,1.21,0,0
5/26/2023,7.84099,80.03945,84.6,214.2,4.61,1.123,6.4,0.48,1.21,0,0
11/6/2023,7.84099,80.03945,4.3,18.4,1.9,-0.074,6.4,0.48,1.21,1,0.51
11/21/2023,7.84099,80.03945,29.2,68.9,2.68,0.342,6.4,0.48,1.21,0,0
11/26/2023,7.84099,80.03945,2,8.7,1.19,-0.119,6.4,0.48,1.21,0,0
5/11/2024,7.84099,80.03945,1.3,7.4,2.26,-0.218,6.4,0.48,1.21,0,0
5/12/2024,7.84099,80.03945,0,0.7,1.18,-0.192,6.4,0.48,1.21,0,0
11/8/2024,7.84099,80.03945,61,166.4,3.55,0.684,6.4,0.48,1.21,0,0
12/15/2024,7.84099,80.03945,68.6,140.3,3.41,0.708,6.4,0.48,1.21,0,0
10/9/2016,6.05352,80.73772,0.1,0.2,1.56,-0.284,10.8,0.09,4.08,0,0
10/21/2016,6.05352,80.73772,2.2,6.9,1.26,-0.01,10.8,0.09,4.08,0,0
11/16/2016,6.05352,80.73772,2.5,7,2.14,-0.276,10.8,0.09,4.08,0,0
11/19/2016,6.05352,80.73772,43.4,129.8,3.71,0.62,10.8,0.09,4.08,0,0
5/21/2017,6.05352,80.73772,24.4,74.8,3,0.139,10.8,0.09,4.08,0,0
5/30/2017,6.05352,80.73772,11.8,36.3,1.87,-0.204,10.8,0.09,4.08,0,0
11/4/2017,6.05352,80.73772,4.4,19.8,2.49,-0.039,10.8,0.09,4.08,0,0
11/7/2017,6.05352,80.73772,0.9,5.7,1.95,-0.075,10.8,0.09,4.08,0,0
11/12/2017,6.05352,80.73772,0.9,7.6,2.15,0.095,10.8,0.09,4.08,0,0
11/25/2017,6.05352,80.73772,9.9,35.2,2.03,0.002,10.8,0.09,4.08,0,0
12/1/2017,6.05352,80.73772,108.7,262.7,5.12,1.28,10.8,0.09,4.08,1,2.42
5/11/2018,6.05352,80.73772,0.3,5.2,1.34,-0.177,10.8,0.09,4.08,0,0
10/5/2018,6.05352,80.73772,0,0.7,1.75,-0.033,10.8,0.09,4.08,0,0
12/12/2018,6.05352,80.73772,0.4,3.8,1.36,-0.028,10.8,0.09,4.08,0,0
12/16/2018,6.05352,80.73772,18.1,47,2.46,0.3,10.8,0.09,4.08,0,0
12/24/2018,6.05352,80.73772,11.7,33.7,2.31,0.104,10.8,0.09,4.08,0,0
10/6/2019,6.05352,80.73772,29.3,65.5,3.05,0.29,10.8,0.09,4.08,0,0
10/26/2019,6.05352,80.73772,106.4,247,5.01,1.721,10.8,0.09,4.08,1,2.53
10/29/2019,6.05352,80.73772,163.5,384.1,6.06,2.133,10.8,0.09,4.08,1,3.16
11/29/2019,6.05352,80.73772,64.5,148.2,4.57,0.903,10.8,0.09,4.08,0,0
11/30/2019,6.05352,80.73772,35,90.3,3.02,0.507,10.8,0.09,4.08,0,0
10/4/2020,6.05352,80.73772,5.6,17.4,1.99,-0.05,10.8,0.09,4.08,0,0
11/2/2020,6.05352,80.73772,6.9,17.9,1.91,-0.126,10.8,0.09,4.08,0,0
12/12/2020,6.05352,80.73772,3.2,10.1,2.24,0.005,10.8,0.09,4.08,0,0
5/9/2021,6.05352,80.73772,1,5.2,1.97,-0.087,10.8,0.09,4.08,0,0
10/2/2021,6.05352,80.73772,1.8,6.6,2.58,-0.075,10.8,0.09,4.08,0,0
10/26/2021,6.05352,80.73772,116.4,271.7,5,1.405,10.8,0.09,4.08,1,2.75
12/24/2021,6.05352,80.73772,76.4,175.1,4.2,0.909,10.8,0.09,4.08,0,0
5/28/2022,6.05352,80.73772,68.6,132.2,3.44,0.772,10.8,0.09,4.08,1,1.16
10/3/2022,6.05352,80.73772,0.1,4.4,1.51,-0.162,10.8,0.09,4.08,0,0
10/19/2022,6.05352,80.73772,169.5,405.3,6.88,2.3,10.8,0.09,4.08,1,3.67
10/31/2022,6.05352,80.73772,3.6,9.8,2.06,0.006,10.8,0.09,4.08,0,0
11/1/2022,6.05352,80.73772,4.6,12.7,2.09,-0.209,10.8,0.09,4.08,0,0
11/11/2022,6.05352,80.73772,3.1,22.8,2.32,-0.007,10.8,0.09,4.08,0,0
11/13/2022,6.05352,80.73772,1.6,6,2.29,0.028,10.8,0.09,4.08,0,0
11/26/2022,6.05352,80.73772,42.5,80.4,2.54,0.315,10.8,0.09,4.08,0,0
5/15/2023,6.05352,80.73772,4.9,16.5,1.92,-0.019,10.8,0.09,4.08,0,0
5/26/2023,6.05352,80.73772,2.8,11.6,1.79,-0.146,10.8,0.09,4.08,0,0
11/6/2023,6.05352,80.73772,4.3,21.2,2.43,0.009,10.8,0.09,4.08,0,0
11/21/2023,6.05352,80.73772,57.5,148.4,3.74,0.836,10.8,0.09,4.08,1,1.52
11/26/2023,6.05352,80.73772,0,0.1,2.09,-0.029,10.8,0.09,4.08,0,0
5/11/2024,6.05352,80.73772,0.2,2.5,2.2,-0.109,10.8,0.09,4.08,0,0
5/12/2024,6.05352,80.73772,3.4,11.6,2.49,-0.07,10.8,0.09,4.08,0,0
11/8/2024,6.05352,80.73772,6.6,21.8,2.18,-0.101,10.8,0.09,4.08,0,0
12/15/2024,6.05352,80.73772,3.6,8.5,2.29,-0.113,10.8,0.09,4.08,0,0
10/9/2016,8.52177,80.99541,18.3,45.4,1.27,0.33,67.6,1.93,1.44,0,0
10/21/2016,8.52177,80.99541,5.4,19.9,0.77,0.055,67.6,1.93,1.44,0,0
11/16/2016,8.52177,80.99541,71.6,167.7,2.22,0.911,67.6,1.93,1.44,0,0
11/19/2016,8.52177,80.99541,24.9,50.8,1.33,0.193,67.6,1.93,1.44,0,0
5/21/2017,8.52177,80.99541,5.8,19.2,0.77,-0.184,67.6,1.93,1.44,0,0
5/30/2017,8.52177,80.99541,12.7,39.2,1,0.085,67.6,1.93,1.44,0,0
11/4/2017,8.52177,80.99541,7.9,22.6,0.27,0.2,67.6,1.93,1.44,0,0
11/7/2017,8.52177,80.99541,8.3,23.1,0.25,-0.026,67.6,1.93,1.44,0,0
11/12/2017,8.52177,80.99541,1.7,8.3,0.2,-0.105,67.6,1.93,1.44,0,0
11/25/2017,8.52177,80.99541,0.5,5.7,0.56,-0.036,67.6,1.93,1.44,0,0
12/1/2017,8.52177,80.99541,117.9,243.8,3.84,1.649,67.6,1.93,1.44,1,1.53
5/11/2018,8.52177,80.99541,0.4,2,0.31,-0.177,67.6,1.93,1.44,0,0
10/5/2018,8.52177,80.99541,8.3,42.6,1.17,0.185,67.6,1.93,1.44,0,0
12/12/2018,8.52177,80.99541,79.9,222.6,3.58,1.291,67.6,1.93,1.44,0,0
12/16/2018,8.52177,80.99541,1.1,4.1,0.68,-0.133,67.6,1.93,1.44,0,0
12/24/2018,8.52177,80.99541,0.5,7.1,0.05,-0.276,67.6,1.93,1.44,0,0
10/6/2019,8.52177,80.99541,3.1,10.2,0.68,0.058,67.6,1.93,1.44,0,0
10/26/2019,8.52177,80.99541,1,13.4,0.79,-0.127,67.6,1.93,1.44,0,0
10/29/2019,8.52177,80.99541,1.3,18.6,0.46,-0.224,67.6,1.93,1.44,0,0
11/29/2019,8.52177,80.99541,0.8,6,0.9,-0.211,67.6,1.93,1.44,0,0
11/30/2019,8.52177,80.99541,1.4,4.1,0.24,-0.226,67.6,1.93,1.44,0,0
10/4/2020,8.52177,80.99541,0.6,4,0.64,-0.043,67.6,1.93,1.44,0,0
11/2/2020,8.52177,80.99541,0.8,2.6,0.19,-0.213,67.6,1.93,1.44,0,0
12/12/2020,8.52177,80.99541,1.6,5.2,0.15,-0.098,67.6,1.93,1.44,0,0
5/9/2021,8.52177,80.99541,7.6,18.9,1.18,0.022,67.6,1.93,1.44,0,0
10/2/2021,8.52177,80.99541,236.3,635.7,8.02,2.3,67.6,1.93,1.44,1,3.8
10/26/2021,8.52177,80.99541,10.5,26.2,0.56,0.042,67.6,1.93,1.44,0,0
12/24/2021,8.52177,80.99541,7.1,25.3,0.5,-0.117,67.6,1.93,1.44,0,0
5/28/2022,8.52177,80.99541,11.4,33.7,0.86,0.047,67.6,1.93,1.44,0,0
10/3/2022,8.52177,80.99541,9,31.6,0.7,-0.159,67.6,1.93,1.44,0,0
10/19/2022,8.52177,80.99541,7,20.7,0.29,-0.19,67.6,1.93,1.44,0,0
10/31/2022,8.52177,80.99541,2.1,12,0.35,-0.201,67.6,1.93,1.44,0,0
11/1/2022,8.52177,80.99541,3.2,15.2,0.38,-0.072,67.6,1.93,1.44,0,0
11/11/2022,8.52177,80.99541,3.1,11.3,0.48,0.004,67.6,1.93,1.44,0,0
11/13/2022,8.52177,80.99541,0.4,4,0.81,-0.028,67.6,1.93,1.44,0,0
11/26/2022,8.52177,80.99541,50.8,127.8,1.82,0.653,67.6,1.93,1.44,0,0
5/15/2023,8.52177,80.99541,0.1,4.6,0.83,-0.09,67.6,1.93,1.44,0,0
5/26/2023,8.52177,80.99541,7.1,18.2,0.11,-0.009,67.6,1.93,1.44,0,0
11/6/2023,8.52177,80.99541,55.4,140.4,2.14,0.747,67.6,1.93,1.44,0,0
11/21/2023,8.52177,80.99541,8.7,25.9,0.14,-0.028,67.6,1.93,1.44,0,0
11/26/2023,8.52177,80.99541,7.8,18.6,0.87,0.026,67.6,1.93,1.44,0,0
5/11/2024,8.52177,80.99541,16.5,41.2,0.23,0.109,67.6,1.93,1.44,0,0
5/12/2024,8.52177,80.99541,2.7,12.5,0.52,-0.033,67.6,1.93,1.44,0,0
11/8/2024,8.52177,80.99541,5.8,19.6,1.25,0,67.6,1.93,1.44,0,0
12/15/2024,8.52177,80.99541,11.3,24.3,1.15,0.038,67.6,1.93,1.44,0,0
10/9/2016,8.16435,80.92353,38.6,77.7,2.63,0.341,72.9,2.57,1.83,0,0
10/21/2016,8.16435,80.92353,7.1,17,1.91,-0.231,72.9,2.57,1.83,0,0
11/16/2016,8.16435,80.92353,32.3,91.8,1.95,0.397,72.9,2.57,1.83,0,0
11/19/2016,8.16435,80.92353,0.5,14,2.16,-0.301,72.9,2.57,1.83,0,0
5/21/2017,8.16435,80.92353,8.8,22.1,2.06,-0.146,72.9,2.57,1.83,0,0
5/30/2017,8.16435,80.92353,2.3,7,1.25,-0.09,72.9,2.57,1.83,0,0
11/4/2017,8.16435,80.92353,12.2,49.2,2.01,-0.04,72.9,2.57,1.83,0,0
11/7/2017,8.16435,80.92353,1.8,3.5,1.67,-0.165,72.9,2.57,1.83,0,0
11/12/2017,8.16435,80.92353,0,3.2,1.9,-0.149,72.9,2.57,1.83,0,0
11/25/2017,8.16435,80.92353,1.8,18.1,1.98,-0.25,72.9,2.57,1.83,0,0
12/1/2017,8.16435,80.92353,5.3,18.5,1.01,-0.108,72.9,2.57,1.83,0,0
5/11/2018,8.16435,80.92353,2.1,6.4,1.4,-0.058,72.9,2.57,1.83,0,0
10/5/2018,8.16435,80.92353,5.7,13.5,2.02,-0.169,72.9,2.57,1.83,0,0
12/12/2018,8.16435,80.92353,113.8,284.5,5.05,1.577,72.9,2.57,1.83,1,1.88
12/16/2018,8.16435,80.92353,0.8,2.5,1.32,0.007,72.9,2.57,1.83,0,0
12/24/2018,8.16435,80.92353,1.1,7,1.75,-0.07,72.9,2.57,1.83,0,0
10/6/2019,8.16435,80.92353,5.5,14.6,1.93,-0.008,72.9,2.57,1.83,0,0
10/26/2019,8.16435,80.92353,0.2,3.5,1.64,-0.177,72.9,2.57,1.83,0,0
10/29/2019,8.16435,80.92353,3,7.3,1.65,-0.097,72.9,2.57,1.83,0,0
11/29/2019,8.16435,80.92353,0.4,1.6,1.2,-0.086,72.9,2.57,1.83,0,0
11/30/2019,8.16435,80.92353,0.3,4.9,1.33,0.019,72.9,2.57,1.83,0,0
10/4/2020,8.16435,80.92353,0.7,7.3,2.2,-0.337,72.9,2.57,1.83,0,0
